id	stream	commit	status	design	windows	frame	n	neff	r_w	r_u	parent	claim	test	effect	gates	note
U24	micro	0148c97	keep	micro-cross-section	2024	micro (98-economy module set)	102530 respondents / 98 economies	66982	na	na	none	The access-absorption ruler does NOT transfer from usage to welfare: account holding absorbs 56.9% of the education gradient in digital-payment use and only 8.6% of the education gradient in emergency-fund resilience (fin24aSD_ND), computed on the SAME 98-economy 2024 sample with the same split and weights. Holding an account gates USING the system; it does not gate WITHSTANDING a shock. 2024 cross-sectional description, no trend language.	weighted rate of the fin24aSD_ND equivalent (fin24a in {2,3} over the fin24 denominator, G3 declared headline variant) by education, registered split educ>=2 vs educ==1; P1 unconditional gap, P2 gap within account==1, P3 absorption = 1 - P2/P1; registered SIGN positive (B15); keep bar P1>=5pp AND absorption<40% AND P2>=5pp; declared benchmark = identical statistic on anydigpayment, same sample; declared secondary = ledger-standard educ==3 vs educ==1 split; registered within-country secondary = sign of the conditional gap per M2-qualifying economy, bar >=75% positive	P1 +22.10pp (64.4 vs 42.3) PASS; absorption 8.6% PASS; P2 +20.20pp (68.9 vs 48.7) PASS. Benchmark same sample: anydigpayment absorption 56.9%. Ledger-standard split: welfare 12.3% vs usage 64.0% (reproducing the standing U10/U19 figure). Bootstrap 2,000 country-clustered draws: resilience absorption [-3.1%, +21.1%], digital-payment absorption [+38.4%, +72.8%] -- NON-OVERLAPPING. Within-country: 64 of 98 economies qualify M2 holding 69.5% of accountholding respondents, conditional gap positive in 64/64 (100%), median +20.61pp.	M1 weighted throughout; M2 every reported cell >=100 unweighted (smallest 12478); M3 carried from U24x, EXACT; B6 bootstrap and Kish neff reported	Converges from the individual side with the country stream's three-times-repeated resilience null (E2, E15, E26). neff/n = 0.65 here, so the B10 neff critique (a country-file fact at neff ~7) does not transfer to the micro lens; the binding caveat is that economies are not independent draws, which the country-clustered bootstrap and the 64/64 within-country count address in two different ways. The gradient itself is NOT small (+22pp, among the largest in the micro ledger) -- the claim is that it does not run through the account. B17 micro quota paid.
E55	hypothesis	91e972c	discard	audit	2011-2014 / 2014-2017 / 2017-2021 / 2021-2024	pan_dev	137 cells over 57 columns	na	na	na	E53	Registered LOCALIZATION claim REJECTED (Branch 3): the reporting-set risk rule B20 exposes is NOT confined to narrow items, but it IS confined to ONE WINDOW. Three of four transitions are clean at a median discrepancy of exactly 0.000pp; 2021->2024 carries a systematic six-economy item-level dropout led by China (26-27% of the reporting population) that biases 29.1% of its cells by >=2pp. Eight cells backing KEPT findings fail, four of them changing SIGN between the unbalanced and balanced series.	audit set built mechanically by coverage.py's word-boundary detector over findings.tsv + RESEARCH_LOG.md + results_prediction.tsv, restricted to columns with >=30 developing-panel economies in >=2 waves; per column x transition: reporting sets at t and t+1, balanced intersection, droppers/adders and their population share, largest dropper named, Delta_unbalanced (each wave over its own reporters) minus Delta_balanced (intersection only); three pre-registered branches on (a) median |disc| < 0.50pp, (b) share of cells >=2.0pp below 10%, (c) zero keep-backing cells >=2.0pp; registered SIGN check (B15) that sign(disc) follows sign(retained - dropped) at t in a majority of non-trivial-drop cells	(a) median |disc| 0.0000pp PASS; (b) 19 of 137 = 13.9% at >=2pp FAIL (10.2% excluding the 10 unusable _s columns -- still failing); (c) 8 keep-backing cells FAIL. By window, cells >=2pp: 0/6, 2/33 (6.1%), 1/43 (2.3%), 16/55 (29.1%). 78 of 137 cells (56.9%) are exactly balanced. Keep-backing failures, all 2021-2024, all China-led: fin32_acc -7.61 (unbal -3.21 vs bal +4.40), fin31d +6.48, fh1_fh2 -3.55, fh2 -3.39, fh1 -3.22, fin34c +2.51, fin43c +2.51, fin42 +2.34. SIGN check 38 of 40 = 95.0%; mean |disc| 3.113pp on non-trivial-drop cells vs 0.085pp elsewhere.	G3 the ledger's own declared variants carried unchanged; G4 every cell carries n and population share by construction; G5 na (no level claim against an official aggregate); G6 na (no association claimed -- the unit is a discrepancy)	Agenda item 8.1 ANSWERED, and PAPER_DRAFT_v4 §12's 'unquantified' limitation is now quantified. NEW CORRECTIONS OWED on fin32_acc (E10, keep-general) and the whole fh family (E33, keep-window), neither touched by E53. Labelled diagnostic with no verdict rule: association designs are balanced automatically by the pairwise-complete construction and lose SAMPLE instead -- E10's wage rail runs on 77 economies/100% pop in 2014-17 and 2017-21 and 71/69% in 2021-24; the three mobile-money rails run on 54-59 economies/67-71% throughout, a coverage fact about mobileaccount_t_d and not attrition. Two post-run patches to that diagnostic only (a 2011-window guard and a fixed population denominator); primary, branch and sign check byte-identical before and after.
U25x	micro	3d6f39b	exploratory	measurement	2024	micro (36-economy mobile-money module set)	16410 holders + 15100 non-holders / 36 economies	na	na	na	na	EXPLORATORY mapping pass OPENS the untouched fin13/fin14 mobile-money usage module and finds a BLOCK STRUCTURE the country file's column names do not reveal: fin13 (8 columns) is asked ONLY of mobile-money ACCOUNTHOLDERS and fin14 (5 columns) ONLY of NON-holders -- two disjoint complementary subsamples, overlap exactly 0 respondents. 19 code-cells identified against labelled country twins, 18 of them at median |dev| = EXACTLY 0.000pp on 36 economies. fin13a/b/c are a four-level frequency partition (weekly / monthly / less than monthly / never = fin13aw/am/alm/an); fin13e, fin13f, fin13f_1, fin14a, fin14b, fin14d map one-to-one; fin13d and fin14e have no country twin and stay unidentified.	U24x's method (per-economy weighted share of every column x code matched against every labelled country-file fin13*/fin14* column, 38 of them, 2024 group==all; identified at median |dev| <= 0.10pp) run under TWO denominators after the registered own-column denominator identified ZERO cells	own-column denominator: 0 of 40 code-cells identified (best median |dev| 0.828pp) because the country twin is a share of ALL adults while the block is conditional; POPULATION denominator: 19 identified, 18 at exactly 0.000pp / max 0.000pp. Module coverage 36 economies = 16.3% of 2024 country-file adult population, income mix 16 low / 16 lower-middle / 4 upper-middle. Weighted composition over the block denominators: fin13a 22.6/34.3/37.9/4.1 across the four frequency levels, fin14d 63.4% at code 1.	M3 IS the identification and it passes exactly on 18 of 19 cells; M1 weighted throughout; M2 34 of 36 economies have >=100 unweighted respondents in the fin13 block, 35 of 36 in fin14	Exploratory under the peek rule -- nothing here is claimable. DISCLOSED POST-RUN PATCH: the second denominator was added after the first returned nothing, which is mapping and not hypothesis testing, and the registered U25 screen (anchor, bars, keep condition) was not touched. Item MEANINGS are inferred from country column NAMES and the share match only; there is no questionnaire in the repo (HARNESS_V2_NOTES items 5-6). The block structure is the durable deliverable: any future use of fin13 is conditional on mobile-money holding and any use of fin14 is conditional on NOT holding.
U25	micro	3d6f39b	discard	measurement	2024	micro (36-economy mobile-money module set)	36 economies	11.7	-0.556	-0.396	none	Registered four-way orientation screen on the newly-opened fin13/fin14 mobile-money usage module is a DISCARD, and the reason is a DENOMINATOR ARTIFACT worth more than the screen: on the population denominator the screen's two counter-moving items (fin14a -0.611/-0.760, fin14b -0.685/-0.744) are the COMPLEMENT FACTOR, not the items -- r(100 - mobileaccount_t_d, g20_any) is -0.903/-0.938, a restatement of the anchor, and both items collapse to mixed-lens/independent (-0.073/-0.322 and -0.245/-0.247) on their own block denominator. The one item meeting every registered bar on the claim-bearing conditional denominator (fin14d, -0.556/-0.396, G6 -0.515, bootstrap [-0.759,-0.150]) does NOT survive BH at q=0.10 over its own 19-test family and is retired under the rule set before BH was computed.	four-way screen (restatement |r|>=0.80 / aligned +0.30..0.80 / counter-moving -0.80..-0.30 / independent, both lenses agreeing else mixed-lens) of all 19 identified items against g20_any in the 2024 cross-section over the 36 module economies; registered SIGN negative (B15); registered keep = >=1 counter-moving item on BOTH lenses with G6 sign intact and a 2,000-draw economy bootstrap excluding zero; registered denominator clause = a within-economy conditional subsample makes every statistic conditional; secondary anchor mobileaccount_t_d; disclosed post-hoc BH family-wise correction over the 19 conditional tests	POPULATION denominator vs g20_any: 11 aligned, 4 mixed-lens, 2 restatement (fin13a=2 +0.804/+0.851; fin14d -0.945/-0.900), 2 counter-moving (fin14a, fin14b) -- registered condition met, both G6 sign-stable (drop5 -0.832/-0.834) with CIs [-0.878,-0.308] and [-0.917,-0.424]. CONDITIONAL denominator vs g20_any: 8 independent, 6 mixed-lens, 3 aligned, 1 counter-moving (fin14d -0.556/-0.396, G6 -0.515, largest LOO Pakistan -0.078, CI [-0.759,-0.150], p_boot 0.017). BH q=0.10 over the 19 conditional tests rejects 0 of 19: fin14d ranks 2nd at p_boot 0.016 against a critical value of 0.0105, and the top-ranked test (fin13cw, 0.008) misses 0.0053. Secondary anchor mobileaccount_t_d, population denominator: 9 of 19 items are outright restatements at |r|>=0.80.	G3 every fin13/fin14 item is an unregistered narrow variant; G4 declared frame = the 36 economies that field the module, 16.3% of 2024 adult population -- NOT the developing panel; G5 na (no level claim against an official aggregate); G6 reported on every cell with the largest single leave-one-out effect named (B12); B6 bootstrap and Kish neff on every cell; B9/B11 both lenses on every cell	neff 11.7 against a nominal 36 -- higher n/neff ratio than the ledger's usual 7.2 on 71-77. The artifact generalizes and is proposed as a rule: when a micro module asked of a CONDITIONAL subsample is aggregated to the population denominator its country twin uses, the resulting share is penetration x conditional rate, so a screen run on it measures penetration -- here the complement factor alone reproduces the anchor at -0.903/-0.938. Nine of 19 items restate mobileaccount_t_d at |r|>=0.80 on the same denominator, which is the same fact with the sign flipped. Cross-sectional level correlation, no delta claim, and a composition statement about a self-selected set of 36 low- and lower-middle-income economies.
E56	hypothesis	2b916bc	discard	audit	2021-2024 (block test) / 2014-2017-2021-2024 (balanced paths)	pan_dev	128 eligible columns / 78 non-trivially-dropping	na	na	na	E55	Registered SINGLE-BLOCK claim REJECTED as registered (70.5% against an 80% bar) but the failure is carried almost entirely by 13 documented-unusable `_s` columns: among the 63 USABLE non-trivially-dropping columns there are only THREE distinct dropper sets and 87.3% match D* exactly. The 2021->24 dropout is one six-economy block -- Algeria, China, Iran, Mauritius, Russia, Ukraine, 31.4% of developing-panel adult population, all six PRESENT in the 2024 wave with account_t_d recorded -- and it spans TEN column families across the payments section rather than one questionnaire module, which points to a release-level rule, not a module. A five-economy variant (D* minus Iran) covers fh1/fh2/fh1_fh2 and fin28/fin29.	for every developing-panel column with >=30 economies reporting in 2021, D(col) = economies reporting in 2021 and not in 2024; restricted to |D|>=3; D* = modal dropper set; registered bar >=80% of those columns at Jaccard(D,D*)>=0.90; registered direction = the sets COINCIDE (B15); secondary 1 = module membership of the exact matchers; secondary 2 (B16) = fully balanced wave paths for the two corrections E55 opened, with reporters per wave, balanced-set size and population share, and monotonicity stated	78 non-trivially-dropping columns, 18 distinct dropper sets, 55 (70.5%) matching D* exactly -> FAIL. Excluding the 13 `_s` columns (post-hoc, verdict NOT taken from there): 63 columns, 3 distinct sets, 55 (87.3%) -> would PASS. 44 columns drop 1-2 economies, 6 drop none. Affected families: fin32 14/17, fin37 12/13, fin38 6/6, fing2p 6/8, fin31 4/8, fin34 4/6, fin43 4/4, fin42 2/2, g20_made+g20_received, fin30; g20_any is the only column in an affected family that stays stable. BALANCED PATHS: fin32_acc 8.04 -> 10.35 -> 12.03 -> 16.43 (71 economies, 68.6% of pop, MONOTONE, steps +2.31/+1.68/+4.40) against an unbalanced last-window -3.21pp; fh1 17.88 -> 19.69 (+1.81 vs -1.40), fh2 21.69 -> 24.41 (+2.72 vs -0.67), fh1_fh2 29.39 -> 32.09 (+2.70 vs -0.85), all on 69 economies / 67.0% of pop. All four last-window deltas SIGN-FLIP between the unbalanced and balanced series.	G3 the ledger's declared variants carried unchanged; G4 reported on every balanced set (71 and 69 economies, pop_share 1.0 within the balanced frame, 68.6% and 67.0% of the full developing panel); G5 na; G6 na (no association claimed); B16 wave path printed beside every long difference and monotonicity stated; B20 every path computed on a fixed denominator	Agenda item 8.2 answered in substance while the registered bar fails: the cause is a single release-level block over the payments section, not per-item attrition and not one questionnaire module. The verdict turns entirely on whether `_s` conditional columns belong in an audit denominator -- HARNESS_V2_NOTES item 10 records them as unusable and no claim rests on one, but E56 did not declare their exclusion in advance and so cannot take the verdict from the cut. RULE PROPOSED: exclude `_s` columns from audit denominators by a standing declared rule. The secondary DISCHARGES the two corrections E55 opened in PAPER_DRAFT_v4: on a fixed denominator E10's wage rail rises in all four transitions and the fh family rises 2021->24.
U26x	micro	86862c8	exploratory	measurement	2024	micro (90-economy fin39 split sample / 82-economy fin48-fin49 battery)	17342 respondents / 90 economies (fin39); 8037 / 82 (fin48-fin49)	na	na	na	na	EXPLORATORY structural mapping pass OPENS the last two reachable untouched micro families and returns a decisive NEGATIVE on one of them: fin39 is a 4-column SKIP TREE on a within-economy split sample (fin39c is asked only of fin39a==2, fin39d only of fin39b==2), and fin48/fin49 is ONE 12-item battery asked of an identical 8,037-respondent sample that is 61.1% UNBANKED against 26.2% in the file and reaches an unweighted n of 100 in only 23 of 82 economies -- it cannot carry any country-level design	no country-file twin exists for fin39/fin48/fin49 (0 matching columns), so U24x/U25x share-matching CANNOT run; identification is structural only: denominator and share-asked distribution, response scale and weighted code composition, nesting/skip structure, filter profile of the labelled 0/1 micro binaries inside the asked sample vs the file, and the M2 economy count per column	fin39: 17,342 asked (12.0% of file) in 90 economies, share asked per economy 3.8-51.4% (median 15.8%), per-economy asked-n median 27; M2 economy counts 61/61/16/5 for fin39a/b/c/d; weighted code-1 shares 55.8/16.7/45.0/17.7; asked sample account 0.820 vs file 0.738, anydigpayment 0.770 vs 0.561, internet_use 0.628 vs 0.753. fin48/fin49: 8,037 asked (5.6%) in 82 economies, all 12 columns on the identical sample, per-economy asked-n median 50, only 23 economies at n>=100; account 0.389 vs 0.738, account_fin 0.186 vs 0.666, internet_use 0.458 vs 0.753, merchantpay_dig 0.089 vs 0.306, 61.1% unbanked vs 26.2%, 1,623 also answered the unbanked-only fin11 battery	M3 CANNOT BE RUN (no country twin) -- declared in advance and this is a weaker footing than U24x/U25x's exact 0.000pp matches; M2 reported per column and is what excluded fin48/fin49; M1 module-enforced	coverage.py's module labels 'utility payments' and 'digital-risk exposure' are that instrument's own hand-written dictionary entries, not questionnaire text, and the fin39 label is NOT supported by its filter: 37% of the respondents asked fin39 report not having paid a utility bill. No behavioural meaning is attached to any item. DISCLOSED DOCUMENTATION ERROR in the FIXED micro.py (not acted on): BINARY_OUTCOMES declares its ten columns 'already coded 0/1 in v02' but pay_utilities and receive_wages carry codes 1-5 on 91,901 respondents; U14 and U23 already treat them correctly and disclosed the coding themselves so NO ledger claim is affected, but the two corresponding rows of this pass's filter-profile table are means of a 1-5 code and must not be read as rates. Owed to HARNESS_V2_NOTES. With this pass the reachable untouched micro surface is EXHAUSTED apart from con (52, blocked) and fin22 (thin)
U26	micro	86862c8	discard	measurement	2024	micro (61-economy fin39 M2-filtered split sample)	61 economies	4.7	+0.284	+0.482	none	Registered four-way orientation screen on the newly-opened fin39 module is a DISCARD -- 0 counter-moving items, both screenable columns positive against the registered NEGATIVE sign -- and the reusable result is that the DENOMINATOR moves a classification in the OPPOSITE direction to U25's: putting fin39a on the population denominator RAISES its association with the digital headline (+0.284/+0.482 -> +0.484/+0.600, mixed-lens -> aligned) because the complement factor is itself negatively related to the anchor	per-economy weighted share of code 1 over the column's OWN non-missing denominator, M2-filtered at unweighted n>=100, correlated with g20_any in the 2024 cross-section on both lenses; classes restatement |r|>=0.80 / aligned +0.30..0.80 / counter-moving -0.80..-0.30 / independent |r|<0.30, both lenses must agree else mixed-lens; KEEP required >=1 counter-moving item on BOTH lenses, G6 sign-stable, 2,000-draw economy bootstrap excluding zero, AND rejected by BH at q=0.10 over the module's own family (agenda item 9.2, declared IN ADVANCE); screen eligibility fixed in advance at >=30 economies with n>=100	fin39a +0.284/+0.482 mixed-lens (drop5 +0.299, largest LOO India +0.231, CI [+0.001,+0.684], p_boot 0.049); fin39b +0.694/+0.363 aligned (drop5 +0.497, largest LOO Brazil -0.085, CI [+0.417,+0.845], p_boot 0.000). BH rejects 2 of 2 -- the family-wise correction was NOT what killed the screen, the classification was. Denominator diagnostic: population denominator gives fin39a +0.484/+0.600 aligned and fin39b +0.691/+0.541 aligned; complement factor r(100 - block-asked share, g20_any) = -0.273/-0.437. SECONDARY vs account_t_d: fin39a +0.698/+0.579 aligned (CI [+0.288,+0.872], p_boot 0.002), fin39b +0.159/+0.209 independent (p_boot 0.293) -- the two items separate on the E47 access-vs-digital distinction	G3 unregistered narrow variant, declared; G4 61 economies / 42.5% of 2024 adult population, frame declared as the economies fielding the fin39 split sample and NOT the developing panel; G6 reported per item with the largest single leave-one-out effect named (B12); M2 enforced at 100 and is what reduced 90 economies to 61 and excluded fin39c/fin39d; M3 cannot be run (no country twin)	B15: registered sign NEGATIVE, observed POSITIVE on both items -- under B15 that is the opposite pattern, not partial confirmation. B10: neff = 4.7 is the LOWEST in the ledger to date, so no significance language attaches to the nominal 61. Methodological carry-forward for agenda item 9.1: U25 found a denominator that MANUFACTURED counter-movement, U26 finds one that SUPPRESSES a positive association, and fin39b is nearly denominator-invariant -- the size and direction of the shift are item-specific, so the standing addition to the screen should read 'report both denominators', not 'the own denominator is the safe one'. Single 2024 cross-section, descriptive, no trend or causal language
U27	micro	4099cf2	discard	micro-cross-section	2024	micro (98-economy emergency-fund module set)	99641 respondents / 98 economies	65115	na	na	U24	Registered SOURCE-COMPOSITION claim REJECTED on one of its two magnitude bars, and the rejection carries the finding: the savings source of emergency funds IS education-graded (+8.17pp) but it does NOT substitute for family and friends -- that source is FLAT across the education distribution (38.7% vs 39.0%, gap -0.35pp, CI straddling zero) -- and the +8.17pp is accounted for by the two DISTRESS cells, selling assets (-5.74) and 'not possible' (-4.68). Account holding absorbs only 5.1% of the savings-source gradient, placing a THIRD margin on the access-absorption ruler and placing it on the WELFARE side beside U24's 8.6%, not the usage side's 56.9%	fin24 (main source of emergency funds, U24x's M3-exact code mapping) in {1..7}, DK/RF dropped, weighted by wgt, pooled over the 98 module economies; gap = share(educ>=2) - share(educ==1) in pp per source; REGISTERED SIGNS (B15) savings POSITIVE, family/friends NEGATIVE, selling assets NEGATIVE, not possible NEGATIVE, with money-from-working and borrowing registered as carrying NO predicted sign; REGISTERED KEEP required all four signs correct AND savings gap >= +5pp AND family/friends gap <= -5pp; 2,000-draw ECONOMY-CLUSTER percentile bootstrap on every gap and on the absorption ratio; Kish neff of pooled respondent weights	PRIMARY savings +8.17 [+6.36,+10.16] PASS; family/friends -0.35 [-2.49,+1.65] FAIL the -5pp bar; selling assets -5.74 [-7.45,-4.15]; not possible -4.68 [-5.92,-3.55]; money from working +3.23; borrowing -0.27; ALL FOUR REGISTERED SIGNS CORRECT but bar (ii) fails -> DISCARD as registered. SECONDARY 1 absorption of the savings gradient by account holding 5.1% (uncond +8.17 -> cond +7.75) CI [-12.3%,+29.4%] against U24's 56.9% usage / 8.6% welfare benchmarks on the same sample; 'not possible' absorbs 25.6%; the family/friends absorption ratio is arithmetically meaningless on a -0.35pp denominator. SECONDARY 2 income axis (rich60 - poor40): savings +8.31, family/friends -4.10, selling assets -2.72, not possible -5.10, all four signs correct and family/friends comes much closer to the bar than on the education axis. SECONDARY 3 within-country on 88 of 98 economies with both cells n>=100: savings gap positive in 82 (93.2%), median +7.84, IQR [+4.35,+11.84], pooled over the same set +7.93 -> COMPOSITION WEDGE +0.09pp, the smallest in the ledger; family/friends negative in only 52 of 88 (59.1%), median -1.37	M1 module-enforced; M2 ok (every pooled cell >= 16,494 unweighted; the within-country test enforces >=100 in both cells and is what cut 98 economies to 88); M3 ok via U24x's exact code mapping (fin24a in {2,3} over the fin24 denominator reproduces fin24aSD_ND at max |dev| 0.0000pp on all 98 economies)	B15 registered sign correct on 4 of 4 directional sources, which under B15 does NOT rescue a claim whose registered bar was a magnitude bar -- logged as discard, not as partial confirmation. B6/B10: economy-cluster bootstrap (respondents are clustered inside economies; a respondent-level resample would understate the interval, U23's rule), Kish neff 65,115 against nominal 99,641 -- the country-file neff ~= 7 critique is about POPULATION weights across economies and does not transfer to survey weights inside a pooled micro cell. Pooled-weighting caveat (HARNESS_V2_NOTES item 3): pooled wgt weights economies roughly equally, so pooled pp values describe the typical MODULE ECONOMY and Secondary 3 carries the within-country reading. Conditioning on account holding is post-treatment. Single 2024 cross-section, descriptive, no trend or causal language
E57x	hypothesis	808412c	exploratory	measurement	2014-2017-2021-2024	pan_dev	77 (76 in 2024)	na	na	na	na	EXPLORATORY mapping pass OPENS the ledger's thinnest reachable country module, `fin22` borrowing sources (2 of 11 columns previously used): the wave map is printed for all eleven columns and the registered eligibility rule (>=3 waves at >=70 developing economies, plus two exclusions declared in advance) selects a SIX-item screen family -- fin22a, fin22b, fin22c, fin22d, fin22e, fin22g. Item meanings are NOT established (no questionnaire in the repo); the one structural anchor is that the harness headline fin22a_22a1_22g_d is by its name the union of fin22a, fin22a_1 and fin22g, so those two are the FORMAL sources and the rest are non-formal or unclassified	population-weighted developing-panel level by wave and economy count for every fin22* column; eligibility rule and the two exclusions (fin22a_22a1_22g_d as a declared composite / registered headline, fin22h_s as a documented-unusable `_s` column) fixed in the pre-registration BEFORE the run	fin22a 15.7/15.6/21.6/22.0; fin22b 29.2/29.4/30.3/31.6; fin22c --/4.0/2.8/4.8; fin22d 14.0/10.7/17.2/19.9; fin22e 8.1/7.2/--/10.7; fin22f --/--/--/23.7; fin22g 8.4/8.6/13.3/13.6; fin22h --/--/10.9/11.4; fin22a_1 --/--/2.5/3.5 (61 economies); fin22h_s 83.3/85.7 on 10 and 8 economies. Whole module is empty in 2011. fin22f (1 wave) and fin22h (2) fail eligibility	peek rule: logged as exploratory BEFORE E57's screen; G4 n/a to a mapping pass	B2 breadth cell for slot 1: nine previously unscreened country columns. fin22h_s at 8-10 economies is a live example of why the item-10.1 eligibility rule exists. Meanings inferred from levels and coverage only -- caveat travels with E57
E57	hypothesis	808412c	keep	measurement	2024	pan_dev	76	7.2	-0.557	-0.400	none	A THIRD counter-moving country-level margin exists and it is the FIRST that is not a payment-mode item: in the 2024 developing-panel cross-section the non-formal borrowing source `fin22d` counter-moves with the digital-payment headline g20_any at -0.557 weighted / -0.400 unweighted, both lenses agreeing, and it is the FIRST counter-moving item in six screened modules to survive Benjamini-Hochberg over its own module family. It counter-moves with DIGITAL PAYMENT and not with financial access in general (-0.160/-0.500 vs account_t_d, mixed-lens, interval containing zero) -- the same shape E47 found for fin34c. Descriptive CROSS-SECTIONAL composition between economies, not a within-country retreat: fin22d's own developing-panel level ROSE over the decade (14.0 -> 10.7 -> 17.2 -> 19.9)	four-way orientation screen (restatement |r|>=0.80 / aligned +0.30<=r<0.80 / counter-moving r<=-0.30 / independent |r|<0.30, both lenses must agree else mixed-lens) against g20_any in the 2024 pan_dev cross-section, on E57x's six-item eligible family; REGISTERED SIGN NEGATIVE (B15); keep required counter-moving on BOTH lenses AND G6 sign intact AND a 2,000-draw country-bootstrap interval excluding zero AND survival of BH at q=0.10 over the module's own family (agenda 9.2), all four fixed in advance; denominator diagnostic per agenda 9.1 in U26's 'report both denominators' wording; secondary screen vs account_t_d	fin22d -0.557/-0.400 counter-moving, G6 -0.358 (E4 retention 0.643), boot [-0.740,-0.163], p_boot 0.002, BH REJECTS it (critical 0.0500; BH rejects 3 of 6). Others: fin22a +0.843/+0.579 and fin22g +0.828/+0.488 mixed-lens restatement/aligned; fin22b -0.450/-0.079 mixed-lens; fin22c -0.145/+0.028 and fin22e -0.142/-0.124 independent. Conditional-rate denominator leaves fin22d at -0.582/-0.534, SAME class and slightly stronger; base factor r(borrow_any_t_d, g20_any) only -0.261/-0.026 (vs U25's -0.903 complement). SECONDARY vs account_t_d: fin22d -0.160/-0.500 mixed-lens, interval [-0.672,+0.303] contains zero, BH does not reject; the two formal sources fin22a and fin22g are aligned with access on both lenses	G3 declared (all fin22 items are unregistered narrow variants); G4 ok 76 economies / 97.4% of developing-panel 2024 adult population; G5 n/a (cross-sectional correlation has no official series); G6 ok, sign intact at -0.358 with E4 retention 0.643; B6 bootstrap + Kish neff 7.2; B9/B11 both lenses agree so the status is a bare keep; B10 no significance language on the nominal 76; B12 largest LOO China +0.195, still counter-moving; B14 does not bind (no delta primary); B20 trivial (single wave)	B21 depths (post-primary, no bar): fin22d fragility depth 14 -- the fourteen largest-population economies from China to Thailand must ALL be removed before r_w falls below the bar (to -0.274) -- and ascent depth 0 because r_u is already past it; by contrast fin22b's mixed-lens cell has fragility depth 1 (China alone, to -0.185) and ascent depth 7 (Uganda, Kenya, Nicaragua, Guatemala, El Salvador, Senegal, Ghana). DISCLOSED POST-HOC M3 check: micro fin22d==1 reproduces the country file at median AND max |dev| 0.000pp on all 98 module economies, and fin22d is asked of the WHOLE 102,954-respondent module sample, so the all-adult denominator IS the item's own denominator and U25's denominator trap cannot arise here by construction; fin22c and fin22g by contrast ARE conditionally asked in the micro file. Item MEANING is not established -- only that fin22d is a non-formal borrowing source, asked of all adults, and M3-exact. The standing description 'the counter-moving margins are payment-mode items' is now WRONG
